,UID,name,rating,brewery,style,abv
23226,513,Fully Dunked DDH IPA,4.03,Black Acre Brewing Co.,American IPA,7.90
23227,513,Hop Audit - Indiana Harvest,3.79,Taxman Brewing Co.,Belgian IPA,7.00
23228,513,Jonesing For Java,3.81,Mad Anthony Brewing Company,English Porter,8.00
23229,513,Lite Knight,3.75,450 North Brewing Company,German Helles,5.60
23230,513,Maya Milk Stout,3.96,Scarlet Lane Brewing Company,English Sweet / Milk Stout,5.00
23231,513,Mocha Barrel-Aged Beard Tax,4.24,Black Acre Brewing Co.,Russian Imperial Stout,9.90
23232,513,Peanut Butter Pieces,3.76,450 North Brewing Company,English Sweet / Milk Stout,8.00
23233,513,Single Hop Series: A TON LOAD - Mosaic,4.3,Bare Hands Brewery,New England IPA,8.00
23234,150,Two Lucys Blackberry Wheat,3.9,Thr3e Wise Men,Fruit and Field Beer,6.00
23235,513,Untitled Art / Central State - Pudding Stout,4.25,Untitled Art,American Imperial Stout,12.00
23236,513,65|02 DDH IPA Number 2,4.25,Brew By Numbers,American IPA,6.80
23237,513,Bingo Bango,3.75,Black Acre Brewing Co.,American IPA,9.00
23238,150,Blood On The Tracks Blood Orange IPA,4.16,Chilly Water Brewing Company,American IPA,7.40
23239,513,Champagne Supernova Brut IPA,3.69,Chilly Water Brewing Company,American Brut IPA,6.80
23240,513,Cocoa Psycho,4.19,BrewDog,Russian Imperial Stout,10.00
23241,513,Codex,4.06,Function Brewing,American Stout,6.70
23242,513,Coffee Cat,3.94,Black Acre Brewing Co.,Foreign / Export Stout,6.70
23243,513,Continued Clarity,4.35,Deviate Brewing,American Imperial Stout,9.20
23244,513,DDH Fresh,4.25,Civil Society Brewing,American IPA,6.20
23245,513,Dark Mood Lighting,3.98,Deviate Brewing,American Imperial Stout,10.60
23246,513,Earthworm War,4.17,Indiana City Brewing Company,American IPA,7.50
23247,513,Flap Jack Nuggets,4.25,450 North Brewing Company,English Sweet / Milk Stout,8.00
23248,513,Flickin’ Beans,3.79,Deviate Brewing,American IPA,7.10
23249,513,India Pale Ale Citra Jester Chinook,4.24,The Kernel Brewery,American IPA,7.20
23250,513,Jet Trash,4.0,BrewDog,American IPA,7.50
23251,513,Jorts Day,3.67,Garfied Brewery,American Pale Wheat Ale,5.30
23252,513,Leaded #1,4.02,Garfied Brewery,American IPA,6.60
23253,513,Pintle,3.81,Burnt Mill Brewery,American Pale Ale (APA),4.30
23254,513,Racer 500,3.94,Bear Republic Brewing Co.,American IPA,6.00
23255,513,Riddle Me That,4.31,Cycle Brewing,American Imperial IPA,8.00
23256,513,St. Catherine,4.0,Garfied Brewery,Vienna Lager,5.20
23257,48,14* ESB,4.12,Bent Paddle Brewing Co.,English Extra Special / Strong Bitter (ESB),5.60
23258,48,Amber Alt,3.79,Port Huron Brewing Company,German Altbier,4.70
23259,48,Badger Club Amber,4.01,Wisconsin Brewing Co.,American Amber / Red Ale,5.50
23260,48,Hazel's Nut House Ale,4.39,Wisconsin Dells Brewing Co.,American Brown Ale,6.20
23261,48,Hell Lager,3.83,Surly Brewing Company,German Helles,5.00
23262,48,Lake Louie Warped Speed Scotch Ale,4.49,Lake Louie Brewery Company,Scotch Ale / Wee Heavy,7.20
23263,48,Mango Double Pale Ale,4.25,Barley John's Brew Pub,American Pale Ale (APA),6.00
23264,48,My Turn: Michael,4.67,"Lakefront Brewery, Inc.",American Stout,8.20
23265,48,Pearl Street Pale Ale,4.2,Pearl Street Brewery,American Pale Ale (APA),6.00
23266,48,Red Line Express,4.45,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,5.70
23267,48,Reel It In IPA,3.5,Fox River Brewing Co.,American IPA,4.30
23268,48,Timberland,4.34,Hinterland Brewery Restaurant,American Amber / Red Ale,7.00
23269,48,Tokyo Sauna,4.18,Karben4 Brewing,American Pale Ale (APA),5.30
23270,70,32°/50° Kölsch,4.0,COAST Brewing Company,German Kölsch,4.80
23271,70,Berliner Metro Weiss,3.75,Devils Backbone Brewing Company,Berliner Weisse,3.80
23272,70,Black Birdz,4.5,Angry Chair Brewing,Berliner Weisse,3.20
23273,70,Breck IPA,3.75,Breckenridge Brewery,American IPA,6.30
23274,70,Canvas Series: Bombadile,4.25,Wicked Weed Brewing,Belgian Saison,4.20
23275,70,Flor De Luna,4.0,Devils Backbone Brewing Company,Belgian Pale Ale,5.90
23276,70,Florida Tart,4.75,Tampa Bay Brewing Co.,Berliner Weisse,4.20
23277,70,Funky Monks,3.75,Weyerbacher Brewing Co.,American Wild Ale,9.30
23278,70,Hop In The Shower,3.75,Blue Point Brewing Company,American Imperial Pilsner,6.20
23279,70,King's Dish,3.75,Breckenridge Brewery,English Strong Ale,6.80
23280,70,La Rubia,3.75,Wynwood Brewing Company,American Blonde Ale,5.00
23281,70,Last Days Of Summer,4.5,Tampa Bay Brewing Co.,Fruit and Field Beer,4.20
23282,70,Lowcountry Pilsner,3.5,Palmetto Brewing Company,German Pilsner,4.50
23283,70,McCarthy's Irish Red,3.5,Tomoka Brewing Co.,Irish Red Ale,5.00
23284,70,Mutha Fuggle,4.25,Tomoka Brewing Co.,English Pale Ale,6.10
23285,70,Pear Lager,3.75,Devils Backbone Brewing Company,Fruit and Field Beer,4.40
23286,70,Picnic Pils,3.25,Tomoka Brewing Co.,Bohemian Pilsener,4.80
23287,70,Rainbow Sherbet,4.5,Angry Chair Brewing,Berliner Weisse,5.00
23288,70,Ramblin Rubus,4.75,Revelry Brewing Co,American Wild Ale,7.50
23289,70,Raspberry Berliner Weiss,4.0,Florida Avenue Brewing Co.,Berliner Weisse,4.00
23290,70,Smokehouse Porter,4.25,Devils Backbone Brewing Company,Smoke Beer,5.70
23291,70,SummerBright Ale,3.5,Breckenridge Brewery,American Pale Wheat Ale,4.50
23292,70,Tectonic Barleywine,4.0,Devils Backbone Brewing Company,American Barleywine,11.60
23293,70,Tequila Barrel Aged Ophelia,3.75,Breckenridge Brewery,American Pale Wheat Ale,6.60
23294,70,The Immortal IPA,4.0,Elysian Brewing Company,American IPA,6.30
23295,70,The King - Imperial Elvis Peanut Butter Banana Sandwich Brown Ale,3.75,Tomoka Brewing Co.,American Brown Ale,8.20
23296,70,Three Little Birds Berliner Weisse,4.25,Angry Chair Brewing,Berliner Weisse,3.50
23297,70,Tomokafest,3.25,Tomoka Brewing Co.,German Märzen / Oktoberfest,6.60
23298,70,Twist Of Cane,4.0,Tomoka Brewing Co.,American Imperial IPA,8.50
23299,70,Backoff Warchild,4.75,Revelry Brewing Co,American Imperial IPA,9.00
23300,70,Blackberry Tart,4.0,Urban South Brewery,Belgian Saison,5.00
23301,70,Boil Advisory,3.5,New Orleans Lager & Ale Brewing Company (NOLA),American Blonde Ale,5.00
23302,70,Charming Shandy,4.0,Urban South Brewery,Fruit and Field Beer,4.90
23303,70,Dryades,4.25,New Orleans Lager & Ale Brewing Company (NOLA),American Wild Ale,5.50
23304,70,Funkmaster Brett IPA,4.25,Revelry Brewing Co,American Imperial IPA,7.00
23305,70,Gullah Cream Ale,4.0,Revelry Brewing Co,American Cream Ale,6.25
23306,70,Lazy Lover,4.25,Revelry Brewing Co,Belgian Pale Ale,7.60
23307,70,Mexican Rose,4.5,Urban South Brewery,American Amber / Red Lager,5.00
23308,70,Muses,4.25,New Orleans Lager & Ale Brewing Company (NOLA),Belgian Pale Ale,4.50
23309,70,Oh Limb Pick Beer,4.0,Blue Point Brewing Company,American Blonde Ale,5.30
23310,70,Piña Kaleidoscope,4.25,The Courtyard Brewery,American Imperial IPA,8.00
23311,70,Rub 'pon My Belly,4.28,New Orleans Lager & Ale Brewing Company (NOLA),American Wild Ale,5.50
23312,70,See You In Mexico,3.5,The Courtyard Brewery,American Pale Wheat Ale,4.40
23313,51,5 Pounds Per BBL,4.31,Seven Stills Brewery and Distillery,American IPA,6.70
23314,51,Gemutlichkeit,4.16,Foundation Brewing Company,German Helles,?
23315,51,Gruity Pebbles,3.75,Foulmouthed Brewing,Scottish Gruit / Ancient Herbed Ale,5.00
23316,51,Happy Hour Lime,4.0,Peak Organic Brewing Company,German Pilsner,4.70
23317,51,Mahaffey's Finest,4.08,Foundation Brewing Company,Irish Dry Stout,3.00
23318,51,OPA,4.0,Goodwater Brewery,American Pale Ale (APA),5.90
23319,51,Onesie Single Hop IPA (Simcoe),3.99,Lone Pine Brewing Company,American IPA,6.50
23320,51,Pack In The Day,4.25,Sebago Brewing Company,American Imperial IPA,8.20
23321,51,Petit Mutant,4.25,The Alchemist,American Wild Ale,6.00
23322,51,Roadsmary's Other Baby,3.98,Two Roads Brewing Company,Pumpkin Beer,9.70
23323,51,1911 Extra Brut,4.25,Liquid Riot Bottling Company,American Brut IPA,6.00
23324,51,Athenaeum,4.0,Hermit Thrush Brewery,American Wild Ale,5.50
23325,51,Bar Harbor Real Ale,3.69,Atlantic Brewing Company / Mainely Meat BBQ,English Brown Ale,5.20
23326,51,Bucko's Hoppy Brown Ale,3.77,Hidden Cove Brewing Co.,American Brown Ale,6.50
23327,51,Danny's Oatmeal Stout,4.0,Lake St. George Brewing,English Oatmeal Stout,4.90
23328,51,E09 Call Me Dragon,4.0,603 Brewery,American Imperial IPA,8.20
23329,51,Fun Day 1.0,3.75,Deciduous Brewing Company,New England IPA,6.60
23330,51,Gronk Spike,4.25,Marsh Island Brewing,New England IPA,8.70
23331,51,Industrial Park Ale #22,4.25,Austin Street Brewery,American Pale Ale (APA),5.70
23332,51,Karaoke Courage,4.0,Banded Brewing Co.,American Imperial IPA,8.20
23333,51,Liquid Riot / Le Trou de Diable - Quiet Revolution,3.75,Liquid Riot Bottling Company,Belgian Saison,6.50
23334,51,Loral Lager,4.11,Zero Gravity Craft Brewery / American Flatbread,American Lager,5.00
23335,51,Orono / Rock City - Xmas At The Beach,4.0,Orono Brewing Company,American IPA,6.60
23336,51,Peak Organic Hop Noir (2018),4.25,Peak Organic Brewing Company,American Black Ale,7.70
23337,51,Special Ale,3.75,Liquid Riot Bottling Company,Winter Warmer,6.50
23338,51,The Wind Blue,3.92,Lost Nation Brewing,Leipzig Gose,4.80
23339,51,Trashmaster - Calvados Barrel Aged,4.25,Bunker Brewing Co.,American Imperial Stout,9.00
23340,51,Vanilla Dome - Straight Vanilla,4.3,Definitive Brewing Company,New England IPA,8.00
23341,51,Whoopie Pie Stout,4.0,SoMe Brewing Company,English Sweet / Milk Stout,6.00
23342,999,Gin Barrel Aged Melt My Brain,4.23,Short's Brewing Company,Herb and Spice Beer,9.00
23343,999,Red Stonington,4.43,Trillium Brewing Company,Belgian Saison,7.50
23344,484,Collective Project: IPA No. 3,4.5,Collective Arts Brewing,American IPA,7.10
23345,484,Homewrecker Holiday Ale,3.85,Broad Brook Brewing Company,Winter Warmer,6.70
23346,484,Reaction,4.17,Steady Habit Brewing Company,American IPA,6.00
23347,484,Tanker Truck Series: Clementine Gose,2.61,Two Roads Brewing Company,Leipzig Gose,4.80
23348,1095,1612,3.9,WeldWerks Brewing Co.,New England IPA,6.40
23349,1095,3.8 Miles,4.25,WeldWerks Brewing Co.,New England IPA,8.40
23350,1095,Achromatic - Mint Chocolate,4.33,WeldWerks Brewing Co.,American Imperial Stout,9.70
23351,1095,Alpine Chateau,3.83,WeldWerks Brewing Co.,English Sweet / Milk Stout,8.10
23352,555,Blackberry Serrano Berliner,3.5,WeldWerks Brewing Co.,Berliner Weisse,4.70
23353,708,Blueberry Pie Berliner,4.09,WeldWerks Brewing Co.,Berliner Weisse,4.20
23354,1095,Bringing Citra Back,4.25,WeldWerks Brewing Co.,New England IPA,7.30
23355,1095,Cherry Cobbler Berliner,4.0,WeldWerks Brewing Co.,Berliner Weisse,4.20
23356,1095,Chocolate Orange Truffle Stout,3.75,WeldWerks Brewing Co.,English Oatmeal Stout,8.40
23357,1095,Coffee Milkshake,3.88,WeldWerks Brewing Co.,New England IPA,8.60
23358,1095,Double Strawberry Milkshake,4.08,WeldWerks Brewing Co.,New England IPA,8.00
23359,1095,Dragon Fruit Guava Milkshake IPA,4.08,WeldWerks Brewing Co.,New England IPA,8.00
23360,708,Extra Extra Juicy Bits - Nelson,4.6,WeldWerks Brewing Co.,American Imperial IPA,8.40
23361,1095,Frosted Tips,3.61,WeldWerks Brewing Co.,New England IPA,8.00
23362,1095,Get Your Citra On,4.21,WeldWerks Brewing Co.,American Imperial IPA,8.00
23363,1095,Juicy Bits - Quadruple Dry-Hopped,4.33,WeldWerks Brewing Co.,New England IPA,6.90
23364,676,Medianoche - 2018 WeldWerks Invitational Festival,4.84,WeldWerks Brewing Co.,American Imperial Stout,14.60
23365,1095,Neapolitan Ice Cream Sour,4.31,WeldWerks Brewing Co.,American Wild Ale,4.70
23366,1063,Nutty Bar,4.0,WeldWerks Brewing Co.,English Sweet / Milk Stout,7.30
23367,1095,PB+J Stout,4.25,WeldWerks Brewing Co.,English Sweet / Milk Stout,7.20
23368,1095,Singular Focus - Azacca,3.96,WeldWerks Brewing Co.,New England IPA,6.60
23369,1095,Activate Lasers,4.0,WeldWerks Brewing Co.,New England IPA,8.40
23370,1095,Blackberry Cobbler Berliner,4.37,WeldWerks Brewing Co.,Berliner Weisse,4.50
23371,978,Blood Orange Creamsicle Milkshake,4.05,WeldWerks Brewing Co.,New England IPA,7.10
23372,1095,Cereal Keller,4.0,WeldWerks Brewing Co.,German Kellerbier / Zwickelbier,4.70
23373,1095,Coffee Blonde Stout,4.0,WeldWerks Brewing Co.,English Sweet / Milk Stout,7.20
23374,1095,Cosmic Torero,4.0,WeldWerks Brewing Co.,New England IPA,9.20
23375,1095,Double Passion Fruit Milkshake,3.83,WeldWerks Brewing Co.,New England IPA,8.00
23376,1095,Evil Pastry Stout Factory,2.74,WeldWerks Brewing Co.,English Sweet / Milk Stout,6.50
23377,1095,Exact Opposite Of Hawaii(an) Punch,4.25,WeldWerks Brewing Co.,Berliner Weisse,4.40
23378,1095,Extra Extra Juicy Bits - Galaxy,4.5,WeldWerks Brewing Co.,American Imperial IPA,8.40
23379,1095,Fake Item Box,3.75,WeldWerks Brewing Co.,American IPA,4.70
23380,1095,Green Shell,4.21,WeldWerks Brewing Co.,American IPA,4.70
23381,1095,Guava Lime Gose,4.5,WeldWerks Brewing Co.,Leipzig Gose,4.50
23382,1095,Juicy Bits - Triple Dry-Hopped,4.41,WeldWerks Brewing Co.,New England IPA,7.00
23383,1095,Medianoche - Mexican,4.33,WeldWerks Brewing Co.,American Imperial Stout,14.80
23384,1095,Medianoche - Single Barrel 13 Month,4.5,WeldWerks Brewing Co.,American Imperial Stout,13.60
23385,1095,Rice Plum Gose,4.17,WeldWerks Brewing Co.,Leipzig Gose,4.80
23386,1095,Singular Focus - El Dorado,3.0,WeldWerks Brewing Co.,New England IPA,6.90
23387,1095,Spectral Class,4.08,WeldWerks Brewing Co.,New England IPA,6.50
23388,1095,Triple Double,4.5,WeldWerks Brewing Co.,New England IPA,8.60
23389,1063,Tropical Milkshake,4.25,WeldWerks Brewing Co.,New England IPA,8.50
23390,454,Barrel Crusher,3.9,Deep Ellum Brewing Company,American Imperial IPA,13.00
23391,454,Beer Camp #230 - Pomagranate Pilsner,3.32,Sierra Nevada Brewing Co.,German Pilsner,?
23392,454,Before The Internet: Folding Map,3.93,B-52 Brewing Co.,New England IPA,8.50
23393,454,Bourbon Barrel Hellfighter (Horchata),3.63,Karbach Brewing Co.,American Imperial Porter,11.80
23394,454,Fruit With Friends (Bramble),4.14,Ingenious Brewing Company,Berliner Weisse,6.80
23395,454,German Spa Day,3.85,The Collective Brewing Project,Berliner Weisse,4.50
23396,454,Hell Yeah - PKL FKR,3.87,New Braunfels Brewing Company,Berliner Weisse,3.20
23397,454,High Hops,3.54,New Republic Brewing Company,American Pale Ale (APA),6.50
23398,454,Jolly Pumpkin / Stillwater - Lo-Fi Mai Tai,3.56,Jolly Pumpkin Artisan Ales,American Wild Ale,7.70
23399,454,Kazbek Ale,3.51,Stestí Brewing Company,American Pale Ale (APA),6.10
23400,454,Kung Fu Robot Double Dragon DDH,3.54,4th Tap Brewing Co-op,New England IPA,7.00
23401,454,Lager-ish,3.45,Great Heights Brewing Company,German Kölsch,5.90
23402,454,Little Nap,3.76,Prairie Artisan Ales,American Wild Ale,5.00
23403,454,Oscar Aged In Blackberry Whiskey Barrels,4.08,New Belgium Brewing,American Wild Ale,8.80
23404,454,PUB Gb Ale,3.54,Astral Brewing,English Pale Ale,4.20
23405,454,Pancho IPA,3.78,Brazos Valley Brewing Company,American IPA,6.80
23406,454,Redbud Passion Fruit & Guava,3.66,Independence Brewing Co.,Berliner Weisse,4.50
23407,454,Ridiculous AF,4.3,Saloon Door Brewing,Russian Imperial Stout,11.00
23408,454,Single Foeder Felix,4.11,New Belgium Brewing,American Wild Ale,8.50
23409,454,Smash Smash,3.65,Blue Owl Brewing,American IPA,6.70
23410,454,Spring Training,3.96,Ingenious Brewing Company,New England IPA,8.20
23411,454,Sunday IPA,4.01,Martin House Brewing Company,American Imperial IPA,12.80
23412,454,Transatlantique Kriek,4.06,New Belgium Brewing,Belgian Fruit Lambic,6.30
23413,454,10th Anniversary Ale,3.67,Freetail Brewing Company,Flanders Oud Bruin,6.50
23414,454,Campside,3.46,Upland Brewing Company,American IPA,4.50
23415,454,Citrus Berliner Weisse,3.94,Untitled Art,Berliner Weisse,4.50
23416,454,Dortmunder Mifflin,4.03,Holler Brewing Co.,European Export / Dortmunder,6.00
23417,454,Grande Dame Oud Bruin,4.01,Brasserie Trois Dames,Flanders Oud Bruin,7.20
23418,454,INVICTUS,3.67,Fredonia Brewery,New England IPA,4.70
23419,454,Juice Stand,3.72,AleSmith Brewing Company,New England IPA,6.70
23420,454,PS: I Love Ewe,4.01,Baa Baa Brewhouse,American IPA,6.90
23421,454,Passion for Humanity,3.59,No Label Brewing Company,Berliner Weisse,3.60
23422,454,Super Ultramega Hyperforce,3.81,Jester King Brewery,Belgian Saison,4.50
23423,454,Suspicious Delicious,3.78,The Collective Brewing Project,Belgian Saison,6.90
23424,454,Texican,3.51,Pegasus City Brewery,German Schwarzbier,5.20
23425,454,Wasatch Bourbon Barrel-Aged Polygamy Porter,3.78,Utah Brewers Cooperative,American Imperial Porter,9.50
23426,454,Wool Street,4.04,Baa Baa Brewhouse,New England IPA,6.90
23427,558,Abbot Ale,4.09,Greene King / Morland Brewery,English Pale Ale,5.00
23428,836,2013 Coming Home Holiday Ale,4.13,Grand Teton Brewing Co.,Belgian Dubbel,7.50
23429,836,Abbaye D'Aulne Premier Cru,3.63,Brasserie Val De Sambre,Belgian Strong Pale Ale,9.00
23430,836,Abbaye D'Aulne Val De Sambre Ambrée 6°,3.77,Brasserie Val De Sambre,Belgian Pale Ale,5.00
23431,836,Imperial Tanilla,3.87,Knee Deep Brewing Company,American Imperial Porter,10.00
23432,836,Key Lime Pie Cream Ale,3.14,14er Brewing Company,American Cream Ale,5.10
23433,836,Landline,3.81,Urban Artifact,Fruit and Field Beer,8.20
23434,836,Pendragon,4.05,Royal Docks Brewing Company,Herb and Spice Beer,5.80
23435,836,Pilgrim Fall Ale,3.85,MadTree Brewing,American Pale Ale (APA),5.00
23436,630,PsycHOPathy - Blood Orange,1.69,MadTree Brewing,American IPA,6.90
23437,836,Pump-Action Pumpkin Ale,4.27,4 Noses Brewing Company,Pumpkin Beer,7.70
23438,836,Sour Inc - Honey Ginger,4.12,New Holland Brewing Company,American Wild Ale,4.50
23439,836,Yammy Yammy,3.88,Platform Beer Co.,Fruit and Field Beer,7.70
23440,836,7-Iron,3.6,11 Below Brewing,American Blonde Ale,4.50
23441,836,Barrel-Aged Imperial Saison With Peaches,4.14,Stone Brewing,Belgian Saison,10.30
23442,836,Big Mistake,4.46,11 Below Brewing,Russian Imperial Stout,12.30
23443,836,Black Venom,4.09,Copperhead Brewery,American Imperial Stout,10.00
23444,836,Brandy Barrel-Aged Imperial Pumpkin Ale,4.34,"Lakefront Brewery, Inc.",Pumpkin Beer,13.40
23445,836,Brewer’s Test Kitchen Blackberry IPA,3.83,Left Hand Brewing Company,American IPA,6.40
23446,574,Cypress Kriek,3.77,Abita Brewing Co.,Fruit and Field Beer,6.00
23447,836,Damned Curious Business,3.73,Fiction Beer Company,American Wild Ale,6.30
23448,836,Double D’s,4.16,Avery Brewing Company,American Strong Ale,10.30
23449,836,Firefly Amber Ale,3.49,Jackie O's Pub & Brewery,American Amber / Red Ale,4.50
23450,836,Fruit Stand - Nectarine,4.16,Casey Brewing & Blending,Belgian Saison,5.50
23451,836,Logic Is Relative,3.94,Fiction Beer Company,American IPA,7.15
23452,836,Maui Express Coconut IPA,3.65,Denver Beer Co.,American IPA,6.60
23453,836,No. 48 Porter,3.92,Bearded Fox Brewing,American Imperial Porter,9.00
23454,836,Ten,4.6,Funkwerks,Belgian Quadrupel (Quad),10.00
23455,874,BrouCzech Lager (Brouček Beer),2.5,Nova Paka Brewery,Bohemian Pilsener,5.00
23456,874,Delayed Pilsner,3.87,Blue Point Brewing Company,German Pilsner,5.80
23457,1118,Kross Pilsner,4.11,Kross Microbrew Beer (Southern Brewing Company),Bohemian Pilsener,4.90
23458,1118,Muddy Creek Lager,4.03,The Defiant Brewing Company,American Amber / Red Lager,5.60
23459,1118,Yonkers Vienna Lager,4.34,Yonkers Brewing Co.,Vienna Lager,5.20
23460,493,1819,4.11,Yellowhammer Brewing,Belgian Dubbel,7.40
23461,493,Blackwing Lager,3.93,Union Craft Brewing Company,German Schwarzbier,4.90
23462,420,Country Ride,4.16,RAR Brewing (Realerevival),American Pale Ale (APA),5.80
23463,493,Farm Side,3.69,Uinta Brewing Company,Belgian Saison,5.60
23464,493,Frankenhammer,4.12,Yellowhammer Brewing,Belgian Strong Dark Ale,10.50
23465,493,Golden Finch,3.84,Lucky Town Brewing Co.,Belgian Strong Pale Ale,8.95
23466,493,Libre de Mojito,3.65,Biloxi Brewing Company,German Kölsch,4.10
23467,493,Ocansey,3.69,Crosstown Brewing Co.,American Pale Ale (APA),5.50
23468,493,Paramecium,3.79,Straight To Ale,American Wild Ale,5.20
23469,493,Penchant Pils,3.93,Monument City Brewing Company,German Pilsner,4.50
23470,493,Three Oh Two,4.02,Natchez Brewing Co.,Belgian Saison,9.00
23471,493,Touch of Grisette,3.52,Terrapin Beer Company,Belgian Saison,4.50
23472,493,Velvet Evil,3.93,Straight To Ale,English Old Ale,11.50
23473,493,DDHTBRIIPA (Double Dry Hopped Timber Beast Rye IPA),4.12,Lazy Magnolia Brewing Company,American Imperial IPA,8.90
23474,493,Dorada,3.69,Port Orleans Brewing Co.,American Adjunct Lager,4.80
23475,493,Fort Road Helles,3.79,August Schell Brewing Company,German Helles,5.10
23476,493,Gleason IPA,3.84,Port Orleans Brewing Co.,New England IPA,5.80
23477,493,Hook Line & Lager,3.84,Serda Brewing Company,German Pilsner,5.50
23478,493,Lucille Dry Hopped Pilsner,3.69,Lucky Town Brewing Co.,German Pilsner,4.98
23479,493,Lucky Town Light,3.59,Lucky Town Brewing Co.,American Light Lager,3.90
23480,493,Miracle Worker Tripel,3.87,Yellowhammer Brewing,Belgian Tripel,9.60
23481,493,Norden Hoch Oktoberfest,3.84,North High Brewing Company,German Märzen / Oktoberfest,5.40
23482,493,Palisades Pineapple,3.75,Golden Road Brewing,Fruit and Field Beer,4.80
23483,493,Rebound American Lager,3.69,Grayton Beer Company,American Lager,4.60
23484,493,Starlight Lager,4.12,Fat Head's Brewery & Saloon,German Helles,4.90
23485,493,Sunday Best,3.69,Flying Dog Brewery,American Lager,5.00
23486,493,Tidewater,3.9,Serda Brewing Company,Vienna Lager,6.00
23487,646,Closer Everywhere,3.87,Hacienda Beer Co.,American IPA,7.10
23488,1052,Dare Mighty Things - Simcoe,4.29,The Brewing Projekt,New England IPA,6.40
23489,1052,Doughnut Stout,3.52,Untitled Art,American Imperial Stout,8.00
23490,1052,Dragon Fandango,4.6,Toppling Goliath Brewing Company,American Wild Ale,5.00
23491,1052,Ectoplasmic Orange,4.38,Decadent Ales,New England IPA,8.70
23492,1052,Fully Saturated Double Daisy Cutter,4.29,Half Acre Beer Company,American Imperial IPA,8.00
23493,1052,Papikuk,3.99,The Brewing Projekt,American Blonde Ale,4.20
23494,1052,Quiet Hero Hazy IPA,4.21,Sibling Revelry Brewing,English India Pale Ale (IPA),7.00
23495,158,Stone / New Realm LITERALLY Wrote The Book IPA,4.0,Stone Brewing,American Imperial IPA,8.00
23496,1052,Term Oil Coffee,4.29,Toppling Goliath Brewing Company,American Imperial Stout,?
23497,1052,Their There They're,4.46,Goodfire Brewing Company,German Pilsner,4.20
23498,1052,Therapist Imperial IPA,3.56,Dust Bowl Brewing Company - Downtown Taproom,American Imperial IPA,10.40
23499,1052,Boysenberry Milkshake IPA,3.99,Dangerous Man Brewing,New England IPA,6.70
23500,1052,Close Enough To Perfect,4.21,Working Draft Beer Co.,American Imperial IPA,8.00
23501,1052,Eat Shop,4.52,Half Acre Beer Company,American IPA,6.80
23502,1052,This Is Only A Test 001,3.93,Stillwater Artisanal Ales,American Imperial IPA,8.00
23503,1052,Wizard King,4.19,Pipeworks Brewing Company,American Imperial IPA,8.50
23504,886,Anything Gold,3.32,Three Magnets Brewing,American Brut IPA,6.50
23505,682,Bourbon Barrel Aged Triple Exultation,4.3,Eel River Brewing Co.,English Old Ale,9.70
23506,886,Bridges From Afar,4.08,Mikkeller Brewing San Diego,American Imperial IPA,10.10
23507,886,California Red Ale,3.51,The Booth Brewing Co.,Irish Red Ale,5.00
23508,886,Coffee Tompkins,3.97,Three Magnets Brewing,American Imperial Stout,10.10
23509,886,Dancing Cow,3.88,The Booth Brewing Co.,English Sweet / Milk Stout,4.90
23510,886,Dangerously Close To Stupid Amount Of Lychee,4.03,To Øl,American Imperial IPA,9.30
23511,886,EurekaSeoul Citra Hop Ale,4.4,The Booth Brewing Co.,American IPA,6.50
23512,886,Evil Cousin,3.19,Heretic Brewing Company,American Imperial IPA,8.00
23513,886,Four Seasons of Mother Earth- Summer,3.86,Mother Earth Brewing,American Imperial Stout,10.50
23514,886,Make This Happen Beer 3: Hazy Pale,3.49,The Booth Brewing Co.,American Pale Ale (APA),5.10
23515,886,Saison D'Etre,3.4,Mazama Brewing Co.,Belgian Saison,6.30
23516,886,Stout at the Devil,2.06,Evans Brewing Co.,Russian Imperial Stout,10.00
23517,790,The Deep,4.43,Gigantic Brewing Company,American Imperial Stout,8.00
23518,886,Twenty Three Anniversary Ale - Bourbon Barrel Aged Triple Exultation,3.49,Eel River Brewing Co.,British Barleywine,12.60
23519,886,Two Face West DIPA: Boothman the Eternal,3.93,The Booth Brewing Co.,American Imperial IPA,8.50
23520,886,Wicked Aunt Tammy,3.22,SeaQuake Brewing,American Imperial IPA,9.70
23521,206,Worthy IPA,3.53,Worthy Brewing Co.,American IPA,6.90
23522,886,17 Mint Chocolate Stout,3.87,Perennial Artisan Ales,American Imperial Stout,10.00
23523,886,20th Anniversary Encore Series: 14th Anniversary Emperial IPA,3.24,Stone Brewing,English India Pale Ale (IPA),8.90
23524,886,Aphotic Imperial Porter,3.88,High Water Brewing,Baltic Porter,9.30
23525,886,Brewers Cut Uncle Fester,3.98,Sudwerk Brewing Company,American Wild Ale,9.30
23526,886,Cedric's Pale Ale,3.91,Cedric's Tavern / Biltmore Brewing Co.,English Pale Ale,?
23527,886,Cellar 3: Divine Belgique,4.23,Green Flash Brewing Co.,Belgian Tripel,9.70
23528,886,Cellar 3: Oculus Sauvage With Black Currants,3.57,Green Flash Brewing Co.,Belgian IPA,10.70
23529,886,Chocolatte Porter,4.08,Evans Brewing Co.,American Porter,6.80
23530,886,Dixon Cascade IPA,2.88,Ruhstaller,American IPA,6.00
23531,886,Give Me IPA Or Give Me Death,3.97,Stone Brewing,American Imperial IPA,8.00
